Type,Genre,Sub-genre,Topic,Low level,mid level,high level,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Non-fiction,Science and technology,Earth Science,Hurricanes,3,4,7,,,,
Non-fiction,Science and technology,Earth Science,Oceans and marine life,3,4,5,,,,
Non-fiction,Science and technology,Earth Science,Soil formation,3,6,8,,,,
Non-fiction,Science and technology,Earth Science,Glaciers,4,6,8,,,,
Non-fiction,Science and technology,Earth Science,Geological time scale,4,6,9,,,,
Non-fiction,Science and technology,Earth Science,"Landforms (e.g., mountains, valleys)",4,5,7,,,,
Non-fiction,Science and technology,Earth Science,Ecosystems,4,7,10,,,,
Non-fiction,Science and technology,Earth Science,Natural resources,4,6,7,,,,
Non-fiction,Science and technology,Earth Science,Groundwater,5,8,11,,,,
Non-fiction,Science and technology,Earth Science,Caves and karst landscapes,5,8,10,,,,
Non-fiction,Science and technology,Earth Science,Coral reefs,5,7,9,,,,
Non-fiction,Science and technology,Earth Science,Paleontology,5,6,9,,,,
Non-fiction,Science and technology,Earth Science,Atmospheric pollution,5,6,8,,,,
Non-fiction,Science and technology,Earth Science,Earth's magnetic field,6,7,9,,,,
Non-fiction,Science and technology,Earth Science,Plate boundaries,6,8,11,,,,
Non-fiction,Science and technology,Earth Science,"Severe weather events (e.g., tornadoes, hailstorms)",6,8,10,,,,
Non-fiction,Science and technology,Earth Science,Earth's interior structure,6,7,8,,,,
Non-fiction,Science and technology,Earth Science,Geologic hazards,6,7,10,,,,
Non-fiction,Science and technology,Earth Science,Mineral resources and mining,7,10,13,,,,
Non-fiction,Science and technology,Earth Science,Air pollution and smog,7,10,11,,,,
Non-fiction,Science and technology,Earth Science,Landslides,7,9,11,,,,
Non-fiction,Science and technology,Earth Science,Droughts,7,10,13,,,,
Non-fiction,Science and technology,Earth Science,Earth's magnetic poles,7,9,10,,,,
Non-fiction,Science and technology,Earth Science,Acid rain,8,11,13,,,,
Non-fiction,Science and technology,Earth Science,Coastal erosion,8,11,13,,,,
Non-fiction,Science and technology,Earth Science,Hydroelectric power,8,11,12,,,,
Non-fiction,Science and technology,Earth Science,Global warming,8,10,13,,,,
Non-fiction,Science and technology,Earth Science,Earth's atmosphere,8,11,14,,,,
Non-fiction,Science and technology,Earth Science,Greenhouse effect,9,10,12,,,,
Non-fiction,Science and technology,Earth Science,Land degradation,9,11,13,,,,
Non-fiction,Science and technology,Earth Science,Carbon cycle,9,10,13,,,,
Non-fiction,Science and technology,Earth Science,Ocean currents,9,11,12,,,,
Non-fiction,Science and technology,Earth Science,Earth's magnetic reversals,9,10,12,,,,
Non-fiction,Science and technology,Earth Science,Groundwater pollution,10,11,13,,,,
Non-fiction,Science and technology,Earth Science,Desertification,10,11,12,,,,
Non-fiction,Science and technology,Earth Science,Climate zones,10,12,13,,,,
Non-fiction,Science and technology,Earth Science,Ice ages,10,11,12,,,,
Non-fiction,Science and technology,Earth Science,Sinkholes,10,12,13,,,,
Non-fiction,Science and technology,Space Science,Solar system,1,4,6,,,,
Non-fiction,Science and technology,Space Science,Planets,1,4,7,,,,
Non-fiction,Science and technology,Space Science,Moon,1,3,4,,,,
Non-fiction,Science and technology,Space Science,Stars,1,3,4,,,,
Non-fiction,Science and technology,Space Science,Galaxies,1,2,5,,,,
Non-fiction,Science and technology,Space Science,Black holes,2,5,8,,,,
Non-fiction,Science and technology,Space Science,Space exploration,2,4,7,,,,
Non-fiction,Science and technology,Space Science,Astronauts,2,3,5,,,,
Non-fiction,Science and technology,Space Science,Space shuttles,2,5,8,,,,
Non-fiction,Science and technology,Space Science,Space telescopes,2,5,8,,,,
Non-fiction,Science and technology,Space Science,International Space Station (ISS),3,5,8,,,,
Non-fiction,Science and technology,Space Science,Mars exploration,3,4,7,,,,
Non-fiction,Science and technology,Space Science,Space probes,3,4,7,,,,
Non-fiction,Science and technology,Space Science,Exoplanets,3,6,9,,,,
Non-fiction,Science and technology,Space Science,Nebulas,3,6,8,,,,
Non-fiction,Science and technology,Space Science,Asteroids,4,7,8,,,,
Non-fiction,Science and technology,Space Science,Comets,4,5,7,,,,
Non-fiction,Science and technology,Space Science,Hubble Space Telescope,4,6,8,,,,
Non-fiction,Science and technology,Space Science,Space weather,4,5,8,,,,
Non-fiction,Science and technology,Space Science,Supernovas,4,5,7,,,,
Non-fiction,Science and technology,Space Science,Dark matter,5,6,7,,,,
Non-fiction,Science and technology,Space Science,Dark energy,5,8,11,,,,
Non-fiction,Science and technology,Space Science,Gravitational waves,5,6,9,,,,
Non-fiction,Science and technology,Space Science,"Space missions (e.g., Apollo, Voyager)",5,7,8,,,,
Non-fiction,Science and technology,Space Science,Lunar landing,5,7,10,,,,
Non-fiction,Science and technology,Space Science,Space debris,6,7,8,,,,
Non-fiction,Science and technology,Space Science,Space colonies,6,9,11,,,,
Non-fiction,Science and technology,Space Science,Space tourism,6,7,8,,,,
Non-fiction,Science and technology,Space Science,Space stations,6,8,10,,,,
Non-fiction,Science and technology,Space Science,Space research and discoveries,6,9,12,,,,
Non-fiction,Science and technology,Space Science,Space technology,7,9,10,,,,
Non-fiction,Science and technology,Space Science,Interstellar travel,7,8,10,,,,
Non-fiction,Science and technology,Space Science,Exobiology (study of extraterrestrial life),7,9,12,,,,
Non-fiction,Science and technology,Space Science,Space habitats,7,8,9,,,,
Non-fiction,Science and technology,Space Science,Space law and regulations,7,9,11,,,,
Non-fiction,Science and technology,Space Science,Space medicine,8,11,14,,,,
Non-fiction,Science and technology,Space Science,Space communication,8,11,14,,,,
Non-fiction,Science and technology,Space Science,Cosmic rays,8,9,11,,,,
Non-fiction,Science and technology,Space Science,Astrobiology,8,9,11,,,,
Non-fiction,Science and technology,Space Science,Space archaeology,8,10,12,,,,
Non-fiction,Science and technology,Space Science,Space weather forecasting,9,11,13,,,,
Non-fiction,Science and technology,Space Science,"Space telescopes (e.g., James Webb Space Telescope)",9,10,13,,,,
Non-fiction,Science and technology,Space Science,Space mining,9,11,14,,,,
Non-fiction,Science and technology,Space Science,"Space agencies (e.g., NASA, ESA)",9,11,14,,,,
Non-fiction,Science and technology,Space Science,Space colonies and habitats,9,12,14,,,,
Non-fiction,Science and technology,Space Science,Space propulsion,10,12,13,,,,
Non-fiction,Science and technology,Space Science,Space tourism industry,10,12,13,,,,
Non-fiction,Science and technology,Space Science,Space elevator,10,13,16,,,,
Non-fiction,Science and technology,Space Science,Space colonization efforts,10,13,16,,,,
Non-fiction,Science and technology,Space Science,Space law and policy,10,13,16,,,,
Non-fiction,Science and technology,Physical science,Matter,1,4,5,,,,
Non-fiction,Science and technology,Physical science,Energy,1,4,5,,,,
Non-fiction,Science and technology,Physical science,Forces,1,2,3,,,,
Non-fiction,Science and technology,Physical science,Motion,1,2,5,,,,
Non-fiction,Science and technology,Physical science,Electricity,1,4,7,,,,
Non-fiction,Science and technology,Physical science,Magnetism,2,3,4,,,,
Non-fiction,Science and technology,Physical science,Light,2,4,5,,,,
Non-fiction,Science and technology,Physical science,Sound,2,5,7,,,,
Non-fiction,Science and technology,Physical science,Atoms,2,4,7,,,,
Non-fiction,Science and technology,Physical science,Molecules,2,5,7,,,,
Non-fiction,Science and technology,Physical science,Elements,3,5,8,,,,
Non-fiction,Science and technology,Physical science,Periodic table,3,5,7,,,,
Non-fiction,Science and technology,Physical science,Chemical reactions,3,6,9,,,,
Non-fiction,Science and technology,Physical science,States of matter,3,5,6,,,,
Non-fiction,Science and technology,Physical science,Laws of motion,3,5,6,,,,
Non-fiction,Science and technology,Physical science,Gravity,4,6,9,,,,
Non-fiction,Science and technology,Physical science,Friction,4,7,8,,,,
Non-fiction,Science and technology,Physical science,Heat transfer,4,7,9,,,,
Non-fiction,Science and technology,Physical science,Nuclear reactions,4,7,9,,,,
Non-fiction,Science and technology,Physical science,Thermodynamics,4,7,10,,,,
Non-fiction,Science and technology,Physical science,Electromagnetic spectrum,5,6,9,,,,
Non-fiction,Science and technology,Physical science,Electric circuits,5,7,10,,,,
Non-fiction,Science and technology,Physical science,Sound waves,5,8,10,,,,
Non-fiction,Science and technology,Physical science,Optics,5,8,11,,,,
Non-fiction,Science and technology,Physical science,Quantum mechanics,5,6,7,,,,
Non-fiction,Science and technology,Physical science,Waves and wave properties,6,9,10,,,,
Non-fiction,Science and technology,Physical science,Pressure,6,7,9,,,,
Non-fiction,Science and technology,Physical science,Radioactivity,6,8,10,,,,
Non-fiction,Science and technology,Physical science,Electric fields,6,7,8,,,,
Non-fiction,Science and technology,Physical science,Magnetic fields,6,9,12,,,,
Non-fiction,Science and technology,Physical science,Energy conservation,7,10,13,,,,
Non-fiction,Science and technology,Physical science,Newton's laws of motion,7,9,10,,,,
Non-fiction,Science and technology,Physical science,Thermodynamics,7,10,12,,,,
Non-fiction,Science and technology,Physical science,Fluid mechanics,7,9,12,,,,
Non-fiction,Science and technology,Physical science,Electromagnetic induction,7,10,11,,,,
Non-fiction,Science and technology,Physical science,Wave-particle duality,8,11,14,,,,
Non-fiction,Science and technology,Physical science,Relativity,8,10,11,,,,
Non-fiction,Science and technology,Physical science,Kinetic theory of gases,8,11,12,,,,
Non-fiction,Science and technology,Physical science,Acoustics,8,9,12,,,,
Non-fiction,Science and technology,Physical science,Photoelectric effect,8,10,11,,,,
Non-fiction,Science and technology,Physical science,Spectroscopy,9,12,14,,,,
Non-fiction,Science and technology,Physical science,Elasticity,9,11,14,,,,
Non-fiction,Science and technology,Physical science,Laws of thermodynamics,9,10,11,,,,
Non-fiction,Science and technology,Physical science,Electric motors,9,12,15,,,,
Non-fiction,Science and technology,Physical science,Superconductivity,9,11,13,,,,
Non-fiction,Science and technology,Physical science,Atomic structure,10,11,12,,,,
Non-fiction,Science and technology,Physical science,Particle physics,10,13,15,,,,
Non-fiction,Science and technology,Physical science,Quantum electrodynamics,10,13,15,,,,
Non-fiction,Science and technology,Physical science,Nuclear fission and fusion,10,11,14,,,,
Non-fiction,Science and technology,Physical science,Semiconductor devices,10,13,16,,,,
Fiction,Young themes,Adventure stories,A group of friends embarks on a treasure hunt in their neighborhood.,1,3,6,,,,
Fiction,Young themes,Adventure stories,Two siblings discover a magical portal in their backyard that leads to a mysterious world.,1,4,5,,,,
Fiction,Young themes,Adventure stories,A young explorer sets off on a quest to find a legendary creature in a remote forest.,1,2,5,,,,
Fiction,Young themes,Adventure stories,A brave kid forms an unlikely alliance with talking animals to save their enchanted forest from destruction.,1,2,4,,,,
Fiction,Young themes,Adventure stories,A group of friends uncovers a hidden map that leads to a forgotten pirate's treasure.,1,4,5,,,,
Fiction,Young themes,Adventure stories,A young detective investigates a series of puzzling thefts at a summer camp.,2,5,7,,,,
Fiction,Young themes,Adventure stories,A group of siblings must find their way out of a magical labyrinth filled with mythical creatures.,2,3,6,,,,
Fiction,Young themes,Adventure stories,A young inventor builds a time-traveling machine and goes on a journey through different historical eras.,2,4,5,,,,
Fiction,Young themes,Adventure stories,A brave teenager sets out to rescue their kidnapped pet from an evil wizard's castle.,2,3,4,,,,
Fiction,Young themes,Adventure stories,A group of friends discovers a secret society of wizards hidden within their school.,2,5,6,,,,
Fiction,Young themes,Adventure stories,A young adventurer sails on a pirate ship in search of a legendary lost island.,3,4,6,,,,
Fiction,Young themes,Adventure stories,A curious child stumbles upon a hidden underground world beneath their town.,3,6,7,,,,
Fiction,Young themes,Adventure stories,A teenager with unique powers must learn to control them while on a quest to save their kingdom.,3,6,7,,,,
Fiction,Young themes,Adventure stories,A group of friends sets out on a mission to recover a stolen artifact from a dangerous criminal organization.,3,6,9,,,,
Fiction,Young themes,Adventure stories,A young explorer travels to the Amazon rainforest to uncover a long-lost civilization.,3,5,8,,,,
Fiction,Young themes,Adventure stories,A brave girl befriends a mythical creature and must protect it from those who want to exploit its powers.,4,5,6,,,,
Fiction,Young themes,Adventure stories,A young archaeologist discovers an ancient artifact that holds the key to a forgotten civilization.,4,5,8,,,,
Fiction,Young themes,Adventure stories,A group of kids gets trapped in a virtual reality game and must complete a series of challenges to escape.,4,7,8,,,,
Fiction,Young themes,Adventure stories,A teenager embarks on a perilous journey to find the cure for a mysterious illness affecting their village.,4,7,9,,,,
Fiction,Young themes,Adventure stories,A group of siblings find a hidden portal that takes them to a parallel world where they must save their parents.,4,7,8,,,,
Fiction,Young themes,Adventure stories,A young knight-in-training must prove their worth by rescuing a captured princess from an enchanted castle.,5,8,11,,,,
Fiction,Young themes,Adventure stories,A brave teenager joins forces with a team of magical creatures to save their world from an evil sorcerer.,5,6,8,,,,
Fiction,Young themes,Adventure stories,A group of friends explores an ancient pyramid and uncovers a secret chamber filled with traps and treasures.,5,6,7,,,,
Fiction,Young themes,Adventure stories,A young spy-in-training must stop an international criminal organization from stealing a powerful artifact.,5,7,9,,,,
Fiction,Young themes,Adventure stories,A fearless girl sets out on a quest to find a legendary sword and defeat an ancient evil.,5,8,11,,,,
Fiction,Young themes,Adventure stories,A group of friends embarks on an epic quest to retrieve a stolen magical artifact and restore balance to their world.,6,8,9,,,,
Fiction,Young themes,Adventure stories,A young magician must master their abilities to defeat an evil sorcerer and save their kingdom.,6,7,9,,,,
Fiction,Young themes,Adventure stories,A teenager discovers a hidden map that leads to a lost city rumored to possess incredible powers.,6,8,11,,,,
Fiction,Young themes,Adventure stories,A group of young detectives solves a series of mysterious crimes in their small town.,6,9,12,,,,
Fiction,Young themes,Adventure stories,A brave teenager becomes a reluctant hero when they are chosen to wield a powerful ancient weapon.,6,7,9,,,,
Fiction,Young themes,Adventure stories,A group of friends explores an abandoned haunted mansion and uncovers its dark secrets.,7,8,9,,,,
Fiction,Young themes,Adventure stories,A young warrior is tasked with protecting a sacred artifact from falling into the wrong hands.,7,10,11,,,,
Fiction,Young themes,Adventure stories,A teenager with extraordinary abilities must hide their powers while navigating the challenges of high school.,7,10,11,,,,
Fiction,Young themes,Adventure stories,A group of kids forms a secret club to solve mysteries and uncover the truth behind strange occurrences in their town.,7,9,11,,,,
Fiction,Young themes,Adventure stories,A young inventor creates a time-traveling device and accidentally alters the course of history.,7,10,13,,,,
Fiction,Young themes,Adventure stories,A brave teenager embarks on a dangerous expedition to find a legendary lost city deep in the jungle.,8,9,12,,,,
Fiction,Young themes,Adventure stories,A group of friends discovers a hidden underground civilization,8,9,10,,,,
Fiction,Young themes,Mystery stories,A group of friends investigates the mystery of disappearing toys in their neighborhood.,8,11,14,,,,
Fiction,Young themes,Mystery stories,"Two siblings discover a hidden message in an old family photograph, leading them to uncover a long-lost treasure.",8,10,13,,,,
Fiction,Young themes,Mystery stories,A young detective-in-training solves a series of puzzling riddles to find a stolen prize at a school carnival.,8,9,10,,,,
Fiction,Young themes,Mystery stories,A group of friends teams up to solve the mystery of a ghost haunting an abandoned mansion.,9,12,14,,,,
Fiction,Young themes,Mystery stories,A curious child investigates the mysterious case of missing library books in their school.,9,10,12,,,,
Fiction,Young themes,Mystery stories,Two siblings stumble upon a secret code and must decipher it to uncover a hidden message.,9,12,13,,,,
